0	program#int	reduction
1	compUnit#int	reduction
2	decl#int	reduction
3	varDecl#int	reduction
4	bType#int	reduction
5	int#int	move
6	varDef#Ident	reduction
7	Ident#Ident	move
8	argVarDef#=	reduction
9	=#=	move
10	initVal#-	reduction
11	exp#-	reduction
12	assignExp#-	reduction
13	-#-	move
14	unaryExp#Ident	reduction
15	Ident#Ident	move
16	callFunc#;	reduction
17	mulExpAtom#;	reduction
18	addExpAtom#;	reduction
19	relExpAtom#;	reduction
20	eqExpAtom#;	reduction
21	assignExpAtom#;	reduction
22	argVarDecl#;	reduction
23	;#;	move
24	compUnit#int	reduction
25	decl#int	reduction
26	varDecl#int	reduction
27	bType#int	reduction
28	int#int	move
29	varDef#Ident	reduction
30	Ident#Ident	move
31	argVarDef#=	reduction
32	=#=	move
33	initVal#(	reduction
34	exp#(	reduction
35	assignExp#(	reduction
36	(#(	move
37	exp#Ident	reduction
38	assignExp#Ident	reduction
39	Ident#Ident	move
40	callFunc#%	reduction
41	mulExpAtom#%	reduction
42	%#%	move
43	unaryExp#Ident	reduction
44	Ident#Ident	move
45	callFunc#)	reduction
46	mulExpAtom#)	reduction
47	addExpAtom#)	reduction
48	relExpAtom#)	reduction
49	eqExpAtom#)	reduction
50	assignExpAtom#)	reduction
51	)#)	move
52	mulExpAtom#%	reduction
53	%#%	move
54	unaryExp#(	reduction
55	(#(	move
56	exp#Ident	reduction
57	assignExp#Ident	reduction
58	Ident#Ident	move
59	callFunc#*	reduction
60	mulExpAtom#*	reduction
61	*#*	move
62	unaryExp#Ident	reduction
63	Ident#Ident	move
64	callFunc#)	reduction
65	mulExpAtom#)	reduction
66	addExpAtom#)	reduction
67	relExpAtom#)	reduction
68	eqExpAtom#)	reduction
69	assignExpAtom#)	reduction
70	)#)	move
71	mulExpAtom#,	reduction
72	addExpAtom#,	reduction
73	relExpAtom#,	reduction
74	eqExpAtom#,	reduction
75	assignExpAtom#,	reduction
76	argVarDecl#,	reduction
77	,#,	move
78	varDef#Ident	reduction
79	Ident#Ident	move
80	argVarDef#=	reduction
81	=#=	move
82	initVal#(	reduction
83	exp#(	reduction
84	assignExp#(	reduction
85	(#(	move
86	exp#Ident	reduction
87	assignExp#Ident	reduction
88	Ident#Ident	move
89	callFunc#%	reduction
90	mulExpAtom#%	reduction
91	%#%	move
92	unaryExp#Ident	reduction
93	Ident#Ident	move
94	callFunc#)	reduction
95	mulExpAtom#)	reduction
96	addExpAtom#)	reduction
97	relExpAtom#)	reduction
98	eqExpAtom#)	reduction
99	assignExpAtom#)	reduction
100	)#)	move
101	mulExpAtom#*	reduction
102	*#*	move
103	unaryExp#(	reduction
104	(#(	move
105	exp#Ident	reduction
106	assignExp#Ident	reduction
107	Ident#Ident	move
108	callFunc#-	reduction
109	mulExpAtom#-	reduction
110	addExpAtom#-	reduction
111	-#-	move
112	mulExp#Ident	reduction
113	Ident#Ident	move
114	callFunc#)	reduction
115	mulExpAtom#)	reduction
116	addExpAtom#)	reduction
117	relExpAtom#)	reduction
118	eqExpAtom#)	reduction
119	assignExpAtom#)	reduction
120	)#)	move
121	mulExpAtom#;	reduction
122	addExpAtom#;	reduction
123	relExpAtom#;	reduction
124	eqExpAtom#;	reduction
125	assignExpAtom#;	reduction
126	argVarDecl#;	reduction
127	;#;	move
128	compUnit#int	reduction
129	decl#int	reduction
130	varDecl#int	reduction
131	bType#int	reduction
132	int#int	move
133	varDef#Ident	reduction
134	Ident#Ident	move
135	argVarDef#=	reduction
136	=#=	move
137	initVal#(	reduction
138	exp#(	reduction
139	assignExp#(	reduction
140	(#(	move
141	exp#Ident	reduction
142	assignExp#Ident	reduction
143	Ident#Ident	move
144	callFunc#%	reduction
145	mulExpAtom#%	reduction
146	%#%	move
147	unaryExp#Ident	reduction
148	Ident#Ident	move
149	callFunc#)	reduction
150	mulExpAtom#)	reduction
151	addExpAtom#)	reduction
152	relExpAtom#)	reduction
153	eqExpAtom#)	reduction
154	assignExpAtom#)	reduction
155	)#)	move
156	mulExpAtom#*	reduction
157	*#*	move
158	unaryExp#Ident	reduction
159	Ident#Ident	move
160	callFunc#,	reduction
161	mulExpAtom#,	reduction
162	addExpAtom#,	reduction
163	relExpAtom#,	reduction
164	eqExpAtom#,	reduction
165	assignExpAtom#,	reduction
166	argVarDecl#,	reduction
167	,#,	move
168	varDef#Ident	reduction
169	Ident#Ident	move
170	argVarDef#;	reduction
171	argVarDecl#;	reduction
172	;#;	move
173	compUnit#int	reduction
174	decl#int	reduction
175	varDecl#int	reduction
176	bType#int	reduction
177	int#int	move
178	varDef#Ident	reduction
179	Ident#Ident	move
180	argVarDef#,	reduction
181	argVarDecl#,	reduction
182	,#,	move
183	varDef#Ident	reduction
184	Ident#Ident	move
185	argVarDef#=	reduction
186	=#=	move
187	initVal#(	reduction
188	exp#(	reduction
189	assignExp#(	reduction
190	(#(	move
191	exp#Ident	reduction
192	assignExp#Ident	reduction
193	Ident#Ident	move
194	callFunc#-	reduction
195	mulExpAtom#-	reduction
196	addExpAtom#-	reduction
197	-#-	move
198	mulExp#Ident	reduction
199	Ident#Ident	move
200	callFunc#)	reduction
201	mulExpAtom#)	reduction
202	addExpAtom#)	reduction
203	relExpAtom#)	reduction
204	eqExpAtom#)	reduction
205	assignExpAtom#)	reduction
206	)#)	move
207	mulExpAtom#%	reduction
208	%#%	move
209	unaryExp#Ident	reduction
210	Ident#Ident	move
211	callFunc#;	reduction
212	mulExpAtom#;	reduction
213	addExpAtom#;	reduction
214	relExpAtom#;	reduction
215	eqExpAtom#;	reduction
216	assignExpAtom#;	reduction
217	argVarDecl#;	reduction
218	;#;	move
219	compUnit#const	reduction
220	decl#const	reduction
221	constDecl#const	reduction
222	const#const	move
223	bType#int	reduction
224	int#int	move
225	constDef#Ident	reduction
226	Ident#Ident	move
227	=#=	move
228	constInitVal#Ident	reduction
229	constExp#Ident	reduction
230	Ident#Ident	move
231	callFunc#;	reduction
232	mulExpAtom#;	reduction
233	addExpAtom#;	reduction
234	relExpAtom#;	reduction
235	eqExpAtom#;	reduction
236	assignExpAtom#;	reduction
237	argConst#;	reduction
238	;#;	move
239	compUnit#const	reduction
240	decl#const	reduction
241	constDecl#const	reduction
242	const#const	move
243	bType#int	reduction
244	int#int	move
245	constDef#Ident	reduction
246	Ident#Ident	move
247	=#=	move
248	constInitVal#Ident	reduction
249	constExp#Ident	reduction
250	Ident#Ident	move
251	callFunc#,	reduction
252	mulExpAtom#,	reduction
253	addExpAtom#,	reduction
254	relExpAtom#,	reduction
255	eqExpAtom#,	reduction
256	assignExpAtom#,	reduction
257	argConst#,	reduction
258	,#,	move
259	constDef#Ident	reduction
260	Ident#Ident	move
261	=#=	move
262	constInitVal#Ident	reduction
263	constExp#Ident	reduction
264	Ident#Ident	move
265	callFunc#;	reduction
266	mulExpAtom#;	reduction
267	addExpAtom#;	reduction
268	relExpAtom#;	reduction
269	eqExpAtom#;	reduction
270	assignExpAtom#;	reduction
271	argConst#;	reduction
272	;#;	move
273	compUnit#struct	reduction
274	structDef#struct	reduction
275	struct#struct	move
276	structType#Ident	reduction
277	Ident#Ident	move
278	{#{	move
279	structBlockElem#void	reduction
280	void#void	move
281	Ident#Ident	move
282	(#(	move
283	funcFParams#struct	reduction
284	funcFParam#struct	reduction
285	struct#struct	move
286	structType#Ident	reduction
287	Ident#Ident	move
288	Ident#Ident	move
289	argFunctionF#,	reduction
290	,#,	move
291	funcFParam#union	reduction
292	union#union	move
293	unionType#Ident	reduction
294	Ident#Ident	move
295	Ident#Ident	move
296	argFunctionF#)	reduction
297	)#)	move
298	block#{	reduction
299	{#{	move
300	blockItem#switch	reduction
301	switchBlock#switch	reduction
302	switch#switch	move
303	(#(	move
304	unaryExp#Ident	reduction
305	Ident#Ident	move
306	callFunc#)	reduction
307	)#)	move
308	{#{	move
309	caseBlock#case	reduction
310	case#case	move
311	constExp#INT	reduction
312	INT#INT	move
313	mulExpAtom#:	reduction
314	addExpAtom#:	reduction
315	relExpAtom#:	reduction
316	eqExpAtom#:	reduction
317	assignExpAtom#:	reduction
318	:#:	move
319	{#{	move
320	switchBlockElem#union	error
